ID	centroid_x	centroid_y	centroid_z	volume	integrated_intensity	eccentricity	elongation	orientation	bounding_box_volume	sum	mean	minimum	maximum	sigma	variance	surface_gradient	interior_gradient	surface_intensity	interior_intensity	intensity_ratio	convexity	radius_variation	surface_area	shape	shared_boundary	t_energy	t_entropy	inverse_diff_moment	inertia	cluster_shade	cluster_prominence	
1.00	932.00	697.00	0.00	6717.00	775846.00	1.00	76.46	-0.17	11160.00	775846.00	115.50	30.00	255.00	39.79	1582.91	9.13	0.00	115.50	0.00	0.00	0.00	1.37	6717.00	59.39	0.02	0.00	0.00	0.00	0.00	0.00	0.00	
2.00	497.00	337.00	0.00	6096.00	425364.00	1.00	66.69	-1.33	9831.00	425364.00	69.78	33.00	242.00	32.54	1058.98	4.28	0.00	69.78	0.00	0.00	0.00	1.41	6096.00	53.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
3.00	1003.00	935.00	0.00	5664.00	609925.00	1.00	64.88	-0.17	7098.00	609925.00	107.68	35.00	255.00	46.44	2157.03	8.18	0.00	107.68	0.00	0.00	0.00	1.34	5664.00	50.08	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
4.00	117.00	657.00	0.00	5247.00	367092.00	1.00	59.84	-1.01	8712.00	367092.00	69.96	33.00	233.00	23.90	571.39	4.37	0.00	69.96	0.00	0.00	0.00	1.34	5247.00	46.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
5.00	486.00	1013.00	0.00	5023.00	504092.00	1.00	64.00	0.58	6960.00	504092.00	100.36	36.00	247.00	26.84	720.36	6.36	0.00	100.36	0.00	0.00	0.00	1.22	5023.00	44.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
6.00	1669.00	936.00	0.00	4898.00	472990.00	1.00	64.57	-1.06	6075.00	472990.00	96.57	36.00	243.00	27.11	734.95	6.08	0.00	96.57	0.00	0.00	0.00	1.21	4898.00	43.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
7.00	844.00	949.00	0.00	4792.00	570376.00	1.00	64.66	0.20	6142.00	570376.00	119.03	37.00	255.00	34.52	1191.89	9.50	0.00	119.03	0.00	0.00	0.00	1.20	4792.00	42.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
8.00	384.00	1002.00	0.00	4764.00	451605.00	1.00	62.49	0.54	6318.00	451605.00	94.80	38.00	255.00	30.01	900.52	5.93	0.00	94.80	0.00	0.00	0.00	1.20	4764.00	42.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
9.00	1463.00	851.00	0.00	4729.00	477982.00	1.00	62.22	-0.94	6474.00	477982.00	101.07	36.00	234.00	27.14	736.50	6.79	0.00	101.07	0.00	0.00	0.00	1.20	4729.00	41.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
10.00	507.00	420.00	0.00	4709.00	261425.00	1.00	51.90	0.30	6693.00	261425.00	55.52	34.00	128.00	8.60	74.02	2.10	0.00	55.52	0.00	0.00	0.00	1.38	4709.00	41.64	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
11.00	483.00	869.00	0.00	4582.00	495909.00	1.00	62.02	-2.23	6320.00	495909.00	108.23	38.00	255.00	33.87	1147.13	8.44	0.00	108.23	0.00	0.00	0.00	1.18	4582.00	40.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
12.00	570.00	1041.00	0.00	4565.00	482686.00	1.00	63.99	-2.12	5544.00	482686.00	105.74	37.00	255.00	33.73	1137.84	7.05	0.00	105.74	0.00	0.00	0.00	1.20	4565.00	40.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
13.00	112.00	1038.00	0.00	4564.00	402568.00	1.00	57.02	0.72	6006.00	402568.00	88.21	33.00	247.00	24.70	609.94	5.57	0.00	88.21	0.00	0.00	0.00	1.25	4564.00	40.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
14.00	775.00	945.00	0.00	4538.00	519159.00	1.00	61.98	0.29	5832.00	519159.00	114.40	37.00	255.00	30.97	959.00	8.78	0.00	114.40	0.00	0.00	0.00	1.19	4538.00	40.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
15.00	716.00	877.00	0.00	4531.00	531324.00	1.00	63.38	0.58	5624.00	531324.00	117.26	37.00	255.00	37.08	1375.06	10.36	0.00	117.26	0.00	0.00	0.00	1.18	4531.00	40.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
16.00	464.00	506.00	0.00	4525.00	366739.00	1.00	54.94	-0.90	6952.00	366739.00	81.05	37.00	224.00	30.73	944.20	4.83	0.00	81.05	0.00	0.00	0.00	1.29	4525.00	40.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
17.00	184.00	988.00	0.00	4508.00	446783.00	1.00	56.72	0.71	6068.00	446783.00	99.11	38.00	255.00	32.09	1029.57	7.06	0.00	99.11	0.00	0.00	0.00	1.23	4508.00	39.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
18.00	1037.00	745.00	0.00	4492.00	489238.00	1.00	59.45	-1.30	6643.00	489238.00	108.91	37.00	215.00	35.91	1289.75	7.37	0.00	108.91	0.00	0.00	0.00	1.22	4492.00	39.72	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
19.00	589.00	408.00	0.00	4456.00	351225.00	1.00	46.95	0.63	7298.00	351225.00	78.82	33.00	234.00	36.01	1296.81	4.68	0.00	78.82	0.00	0.00	0.00	1.45	4456.00	39.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
20.00	1574.00	839.00	0.00	4382.00	415695.00	1.00	58.75	-0.71	6004.00	415695.00	94.86	35.00	252.00	27.07	732.68	6.82	0.00	94.86	0.00	0.00	0.00	1.19	4382.00	38.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
21.00	900.00	864.00	0.00	4372.00	532994.00	1.00	63.19	-0.01	5920.00	532994.00	121.91	38.00	255.00	36.59	1338.60	9.90	0.00	121.91	0.00	0.00	0.00	1.16	4372.00	38.66	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
22.00	1380.00	778.00	0.00	4332.00	472522.00	1.00	60.66	-0.96	5928.00	472522.00	109.08	37.00	255.00	31.87	1015.82	8.86	0.00	109.08	0.00	0.00	0.00	1.16	4332.00	38.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
23.00	1691.00	823.00	0.00	4328.00	400346.00	1.00	57.69	-0.81	5928.00	400346.00	92.50	36.00	254.00	23.34	544.70	6.22	0.00	92.50	0.00	0.00	0.00	1.19	4328.00	38.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
24.00	1094.00	829.00	0.00	4257.00	517072.00	1.00	62.62	-0.60	5776.00	517072.00	121.46	35.00	255.00	40.19	1615.04	10.15	0.00	121.46	0.00	0.00	0.00	1.15	4257.00	37.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
25.00	1196.00	765.00	0.00	4245.00	470160.00	1.00	59.20	-1.19	5451.00	470160.00	110.76	34.00	255.00	32.02	1025.54	8.30	0.00	110.76	0.00	0.00	0.00	1.19	4245.00	37.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
26.00	331.00	327.00	0.00	4208.00	411285.00	1.00	49.24	0.35	5720.00	411285.00	97.74	34.00	234.00	26.19	685.91	7.01	0.00	97.74	0.00	0.00	0.00	1.32	4208.00	37.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
27.00	744.00	588.00	0.00	4189.00	402372.00	1.00	55.32	-1.28	5742.00	402372.00	96.05	30.00	255.00	33.12	1097.02	6.77	0.00	96.05	0.00	0.00	0.00	1.22	4189.00	37.04	0.02	0.00	0.00	0.00	0.00	0.00	0.00	
28.00	730.00	736.00	0.00	4181.00	491084.00	1.00	59.47	-2.22	5256.00	491084.00	117.46	34.00	255.00	31.42	987.27	7.71	0.00	117.46	0.00	0.00	0.00	1.18	4181.00	36.97	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
29.00	850.00	811.00	0.00	4126.00	458972.00	1.00	61.90	-0.11	5040.00	458972.00	111.24	33.00	255.00	35.81	1282.59	9.71	0.00	111.24	0.00	0.00	0.00	1.16	4126.00	36.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
30.00	736.00	646.00	0.00	4089.00	408795.00	1.00	42.33	-2.01	6930.00	408795.00	99.97	36.00	255.00	30.02	901.35	5.94	0.00	99.97	0.00	0.00	0.00	1.53	4089.00	36.16	0.02	0.00	0.00	0.00	0.00	0.00	0.00	
31.00	1735.00	691.00	0.00	4031.00	391682.00	1.00	53.87	-0.95	5304.00	391682.00	97.17	38.00	255.00	29.41	865.00	6.55	0.00	97.17	0.00	0.00	0.00	1.20	4031.00	35.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
