ID	centroid_x	centroid_y	centroid_z	volume	integrated_intensity	eccentricity	elongation	orientation	bounding_box_volume	sum	mean	minimum	maximum	sigma	variance	surface_gradient	interior_gradient	surface_intensity	interior_intensity	intensity_ratio	convexity	radius_variation	surface_area	shape	shared_boundary	t_energy	t_entropy	inverse_diff_moment	inertia	cluster_shade	cluster_prominence	
1.00	933.00	713.00	0.00	7052.00	886276.00	1.00	61.20	0.56	11700.00	886276.00	125.68	36.00	255.00	33.44	1118.17	8.60	0.00	125.68	0.00	0.00	0.00	1.57	7052.00	62.36	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
2.00	967.00	131.00	0.00	5477.00	558664.00	1.00	59.91	0.61	9792.00	558664.00	102.00	37.00	255.00	30.70	942.26	7.13	0.00	102.00	0.00	0.00	0.00	1.56	5477.00	48.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
3.00	556.00	482.00	0.00	5031.00	543502.00	1.00	53.70	-1.73	7038.00	543502.00	108.03	35.00	243.00	26.44	699.08	6.96	0.00	108.03	0.00	0.00	0.00	1.34	5031.00	44.49	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
4.00	337.00	953.00	0.00	5012.00	471739.00	1.00	65.59	0.49	6474.00	471739.00	94.12	38.00	214.00	21.67	469.72	5.04	0.00	94.12	0.00	0.00	0.00	1.23	5012.00	44.32	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
5.00	1196.00	742.00	0.00	4939.00	565477.00	1.00	65.54	0.24	7332.00	565477.00	114.49	33.00	243.00	31.91	1018.39	8.21	0.00	114.49	0.00	0.00	0.00	1.30	4939.00	43.67	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
6.00	486.00	1010.00	0.00	4928.00	494643.00	1.00	63.61	0.57	6880.00	494643.00	100.37	40.00	244.00	25.61	655.83	6.19	0.00	100.37	0.00	0.00	0.00	1.21	4928.00	43.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
7.00	844.00	966.00	0.00	4780.00	528571.00	1.00	64.75	0.25	6396.00	528571.00	110.58	39.00	255.00	32.09	1029.59	8.31	0.00	110.58	0.00	0.00	0.00	1.20	4780.00	42.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
8.00	116.00	1036.00	0.00	4758.00	416377.00	1.00	58.23	0.73	6400.00	416377.00	87.51	36.00	241.00	25.05	627.28	5.37	0.00	87.51	0.00	0.00	0.00	1.25	4758.00	42.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
9.00	1460.00	853.00	0.00	4723.00	478004.00	1.00	62.11	-0.95	6478.00	478004.00	101.21	39.00	232.00	26.63	709.04	6.70	0.00	101.21	0.00	0.00	0.00	1.20	4723.00	41.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
10.00	1003.00	969.00	0.00	4628.00	423902.00	1.00	63.97	-0.27	6080.00	423902.00	91.60	36.00	226.00	32.91	1083.03	7.62	0.00	91.60	0.00	0.00	0.00	1.18	4628.00	40.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
