ID	centroid_x	centroid_y	centroid_z	volume	integrated_intensity	eccentricity	elongation	orientation	bounding_box_volume	sum	mean	minimum	maximum	sigma	variance	surface_gradient	interior_gradient	surface_intensity	interior_intensity	intensity_ratio	convexity	radius_variation	surface_area	shape	shared_boundary	t_energy	t_entropy	inverse_diff_moment	inertia	cluster_shade	cluster_prominence	
1.00	934.00	712.00	0.00	7086.00	901575.00	1.00	62.92	0.77	11448.00	901575.00	127.23	38.00	255.00	34.51	1191.21	8.60	0.00	127.23	0.00	0.00	0.00	1.53	7086.00	62.66	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
2.00	1026.00	540.00	0.00	5913.00	672630.00	1.00	55.84	-1.12	9180.00	672630.00	113.75	39.00	255.00	29.74	884.42	8.00	0.00	113.75	0.00	0.00	0.00	1.47	5913.00	52.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
3.00	125.00	661.00	0.00	5462.00	504330.00	1.00	63.19	-0.91	8280.00	504330.00	92.33	38.00	213.00	24.64	607.13	5.71	0.00	92.33	0.00	0.00	0.00	1.28	5462.00	48.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
4.00	747.00	673.00	0.00	5221.00	648586.00	1.00	48.24	0.44	9545.00	648586.00	124.23	36.00	243.00	22.35	499.37	5.49	0.00	124.23	0.00	0.00	0.00	1.67	5221.00	46.17	0.03	0.00	0.00	0.00	0.00	0.00	0.00	
5.00	507.00	420.00	0.00	5167.00	420619.00	1.00	51.29	0.29	7704.00	420619.00	81.40	37.00	255.00	31.36	983.72	5.00	0.00	81.40	0.00	0.00	0.00	1.45	5167.00	45.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
6.00	390.00	998.00	0.00	5110.00	515323.00	1.00	64.67	0.78	7055.00	515323.00	100.85	36.00	255.00	29.10	846.79	6.34	0.00	100.85	0.00	0.00	0.00	1.22	5110.00	45.18	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
7.00	923.00	246.00	0.00	5024.00	582717.00	1.00	63.22	-2.29	8372.00	582717.00	115.99	36.00	255.00	33.14	1098.21	7.86	0.00	115.99	0.00	0.00	0.00	1.28	5024.00	44.42	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
8.00	335.00	951.00	0.00	5016.00	484927.00	1.00	64.01	-2.34	6888.00	484927.00	96.68	37.00	245.00	26.78	717.30	5.85	0.00	96.68	0.00	0.00	0.00	1.22	5016.00	44.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
9.00	488.00	1014.00	0.00	4962.00	501083.00	1.00	64.13	0.57	6800.00	501083.00	100.98	40.00	238.00	25.39	644.70	6.22	0.00	100.98	0.00	0.00	0.00	1.21	4962.00	43.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
10.00	577.00	1014.00	0.00	4890.00	508210.00	1.00	62.33	0.52	6232.00	508210.00	103.93	37.00	249.00	32.16	1034.18	6.63	0.00	103.93	0.00	0.00	0.00	1.22	4890.00	43.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
