ID	centroid_x	centroid_y	centroid_z	volume	integrated_intensity	eccentricity	elongation	orientation	bounding_box_volume	sum	mean	minimum	maximum	sigma	variance	surface_gradient	interior_gradient	surface_intensity	interior_intensity	intensity_ratio	convexity	radius_variation	surface_area	shape	shared_boundary	t_energy	t_entropy	inverse_diff_moment	inertia	cluster_shade	cluster_prominence	
1.00	787.00	504.00	0.00	8856.00	571236.00	1.00	77.23	0.50	13780.00	571236.00	64.50	13.00	255.00	34.54	1192.73	5.11	0.00	64.50	0.00	0.00	0.00	1.58	8856.00	78.31	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
2.00	1062.00	281.00	0.00	8594.00	557316.00	1.00	63.64	-0.13	12956.00	557316.00	64.85	13.00	188.00	27.26	743.18	3.70	0.00	64.85	0.00	0.00	0.00	1.65	8594.00	75.99	0.02	0.00	0.00	0.00	0.00	0.00	0.00	
3.00	655.00	290.00	0.00	7161.00	362054.00	1.00	78.27	-0.51	12566.00	362054.00	50.56	12.00	255.00	25.67	658.81	4.48	0.00	50.56	0.00	0.00	0.00	1.46	7161.00	63.32	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
4.00	1180.00	395.00	0.00	6708.00	448026.00	1.00	65.94	-0.35	12741.00	448026.00	66.79	8.00	255.00	29.98	899.09	6.64	0.00	66.79	0.00	0.00	0.00	1.53	6708.00	59.31	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
5.00	659.00	737.00	0.00	6483.00	397487.00	1.00	62.02	0.40	9156.00	397487.00	61.31	18.00	247.00	29.27	856.57	4.56	0.00	61.31	0.00	0.00	0.00	1.44	6483.00	57.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
6.00	729.00	127.00	0.00	6383.00	432719.00	1.00	70.15	-1.45	10578.00	432719.00	67.79	15.00	255.00	30.60	936.46	6.65	0.00	67.79	0.00	0.00	0.00	1.59	6383.00	56.44	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
7.00	886.00	402.00	0.00	5856.00	297063.00	1.00	69.75	0.40	9405.00	297063.00	50.73	11.00	255.00	33.72	1137.07	6.17	0.00	50.73	0.00	0.00	0.00	1.46	5856.00	51.78	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
8.00	1096.00	473.00	0.00	5798.00	204809.00	1.00	55.99	0.69	10058.00	204809.00	35.32	12.00	115.00	11.53	132.84	2.53	0.00	35.32	0.00	0.00	0.00	1.52	5798.00	51.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
9.00	594.00	489.00	0.00	5659.00	258631.00	1.00	68.11	-1.25	9844.00	258631.00	45.70	15.00	117.00	21.25	451.41	3.51	0.00	45.70	0.00	0.00	0.00	1.46	5659.00	50.04	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
10.00	508.00	513.00	0.00	5625.00	307167.00	1.00	69.09	-1.45	11780.00	307167.00	54.61	13.00	179.00	27.44	753.07	4.44	0.00	54.61	0.00	0.00	0.00	1.47	5625.00	49.74	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
