ID	centroid_x	centroid_y	centroid_z	volume	integrated_intensity	eccentricity	elongation	orientation	bounding_box_volume	sum	mean	minimum	maximum	sigma	variance	surface_gradient	interior_gradient	surface_intensity	interior_intensity	intensity_ratio	convexity	radius_variation	surface_area	shape	shared_boundary	t_energy	t_entropy	inverse_diff_moment	inertia	cluster_shade	cluster_prominence	
1.00	708.00	239.00	0.00	8074.00	364972.00	1.00	71.26	-0.46	14375.00	364972.00	45.20	14.00	131.00	13.80	190.48	2.47	0.00	45.20	0.00	0.00	0.00	1.56	8074.00	71.39	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
2.00	503.00	377.00	0.00	5150.00	192167.00	1.00	52.06	-1.71	7504.00	192167.00	37.31	15.00	105.00	12.50	156.18	2.63	0.00	37.31	0.00	0.00	0.00	1.44	5150.00	45.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
3.00	768.00	204.00	0.00	4445.00	213784.00	1.00	49.70	0.28	7776.00	213784.00	48.10	12.00	123.00	23.68	560.85	3.41	0.00	48.10	0.00	0.00	0.00	1.43	4445.00	39.30	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
4.00	222.00	1010.00	0.00	4248.00	240743.00	1.00	58.80	0.78	6720.00	240743.00	56.67	11.00	189.00	24.06	579.10	4.80	0.00	56.67	0.00	0.00	0.00	1.18	4248.00	37.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
5.00	544.00	198.00	0.00	4046.00	221197.00	1.00	46.56	-1.45	5626.00	221197.00	54.67	13.00	222.00	32.03	1026.04	4.57	0.00	54.67	0.00	0.00	0.00	1.29	4046.00	35.78	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
6.00	435.00	274.00	0.00	3895.00	250575.00	1.00	56.30	-2.20	6545.00	250575.00	64.33	13.00	234.00	37.63	1415.81	5.27	0.00	64.33	0.00	0.00	0.00	1.20	3895.00	34.44	0.02	0.00	0.00	0.00	0.00	0.00	0.00	
7.00	638.00	973.00	0.00	3578.00	112317.00	1.00	56.17	0.70	5040.00	112317.00	31.39	13.00	66.00	9.65	93.16	2.28	0.00	31.39	0.00	0.00	0.00	1.11	3578.00	31.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
8.00	411.00	393.00	0.00	3400.00	220758.00	1.00	45.65	-2.13	5320.00	220758.00	64.93	13.00	228.00	34.55	1193.71	5.75	0.00	64.93	0.00	0.00	0.00	1.27	3400.00	30.06	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
9.00	1833.00	699.00	0.00	3390.00	104019.00	1.00	51.39	-1.36	4380.00	104019.00	30.68	14.00	72.00	8.37	70.04	1.94	0.00	30.68	0.00	0.00	0.00	1.13	3390.00	29.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
10.00	420.00	510.00	0.00	3063.00	108025.00	1.00	50.73	-1.52	4200.00	108025.00	35.27	15.00	92.00	11.54	133.27	2.88	0.00	35.27	0.00	0.00	0.00	1.07	3063.00	27.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
11.00	315.00	75.00	0.00	3007.00	159801.00	1.00	44.04	-0.02	3744.00	159801.00	53.14	15.00	255.00	31.35	983.09	6.59	0.00	53.14	0.00	0.00	0.00	1.17	3007.00	26.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
12.00	538.00	465.00	0.00	2847.00	113844.00	1.00	46.95	-1.23	3828.00	113844.00	39.99	15.00	106.00	16.07	258.26	2.92	0.00	39.99	0.00	0.00	0.00	1.07	2847.00	25.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
13.00	1732.00	356.00	0.00	2825.00	183760.00	1.00	50.25	-1.01	3780.00	183760.00	65.05	17.00	185.00	26.25	689.18	5.60	0.00	65.05	0.00	0.00	0.00	1.04	2825.00	24.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
