ID	centroid_x	centroid_y	centroid_z	volume	integrated_intensity	eccentricity	elongation	orientation	bounding_box_volume	sum	mean	minimum	maximum	sigma	variance	surface_gradient	interior_gradient	surface_intensity	interior_intensity	intensity_ratio	convexity	radius_variation	surface_area	shape	shared_boundary	t_energy	t_entropy	inverse_diff_moment	inertia	cluster_shade	cluster_prominence	
1.00	896.00	652.00	0.00	22592.00	2463455.00	1.00	125.01	-0.23	38136.00	2463455.00	109.04	32.00	255.00	37.37	1396.63	7.73	0.00	109.04	0.00	0.00	0.00	2.16	22592.00	199.76	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
2.00	773.00	655.00	0.00	22260.00	2270041.00	1.00	131.35	-0.02	39000.00	2270041.00	101.98	31.00	255.00	36.58	1337.81	6.73	0.00	101.98	0.00	0.00	0.00	1.97	22260.00	196.83	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
3.00	875.00	216.00	0.00	20579.00	2110344.00	1.00	99.75	-1.59	51246.00	2110344.00	102.55	32.00	255.00	32.89	1081.80	7.04	0.00	102.55	0.00	0.00	0.00	2.73	20579.00	181.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
4.00	183.00	628.00	0.00	14993.00	1301969.00	1.00	109.17	-1.94	35581.00	1301969.00	86.84	32.00	255.00	29.72	883.06	5.49	0.00	86.84	0.00	0.00	0.00	2.12	14993.00	132.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
5.00	893.00	823.00	0.00	12912.00	1485806.00	1.00	118.85	-1.38	21895.00	1485806.00	115.07	33.00	255.00	36.09	1302.74	9.28	0.00	115.07	0.00	0.00	0.00	1.58	12912.00	114.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
6.00	636.00	727.00	0.00	12403.00	1381568.00	1.00	87.43	-1.49	23028.00	1381568.00	111.39	34.00	255.00	33.48	1121.16	7.32	0.00	111.39	0.00	0.00	0.00	1.91	12403.00	109.67	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
7.00	815.00	951.00	0.00	9434.00	1086449.00	1.00	69.34	-1.45	13172.00	1086449.00	115.16	36.00	255.00	33.29	1108.08	9.26	0.00	115.16	0.00	0.00	0.00	1.66	9434.00	83.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
8.00	1003.00	953.00	0.00	9340.00	1113125.00	1.00	65.33	-0.13	13175.00	1113125.00	119.18	36.00	255.00	37.75	1424.82	9.86	0.00	119.18	0.00	0.00	0.00	1.68	9340.00	82.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
9.00	1020.00	315.00	0.00	8902.00	942689.00	1.00	57.71	-1.35	18720.00	942689.00	105.90	34.00	255.00	30.43	926.25	7.39	0.00	105.90	0.00	0.00	0.00	2.08	8902.00	78.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
10.00	635.00	394.00	0.00	8691.00	823850.00	1.00	54.32	-1.92	19686.00	823850.00	94.79	32.00	237.00	30.33	919.97	5.76	0.00	94.79	0.00	0.00	0.00	2.18	8691.00	76.85	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
11.00	947.00	430.00	0.00	8607.00	935876.00	1.00	82.39	-1.56	16006.00	935876.00	108.73	34.00	255.00	31.50	992.28	8.34	0.00	108.73	0.00	0.00	0.00	1.69	8607.00	76.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
12.00	613.00	576.00	0.00	8480.00	765138.00	1.00	82.96	0.35	15276.00	765138.00	90.23	34.00	255.00	38.21	1459.92	6.12	0.00	90.23	0.00	0.00	0.00	1.62	8480.00	74.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
13.00	277.00	469.00	0.00	8185.00	819990.00	1.00	77.43	-1.75	13000.00	819990.00	100.18	33.00	255.00	29.83	890.12	6.85	0.00	100.18	0.00	0.00	0.00	1.59	8185.00	72.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
14.00	828.00	363.00	0.00	8180.00	772710.00	1.00	86.65	-1.48	14076.00	772710.00	94.46	32.00	246.00	34.82	1212.58	6.51	0.00	94.46	0.00	0.00	0.00	1.54	8180.00	72.33	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
15.00	393.00	1020.00	0.00	7848.00	794544.00	1.00	71.15	-0.25	10974.00	794544.00	101.24	31.00	255.00	31.80	1010.98	6.60	0.00	101.24	0.00	0.00	0.00	1.55	7848.00	69.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
16.00	1628.00	597.00	0.00	6825.00	680279.00	1.00	61.90	0.26	10614.00	680279.00	99.67	38.00	255.00	29.93	895.83	6.75	0.00	99.67	0.00	0.00	0.00	1.50	6825.00	60.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
17.00	499.00	498.00	0.00	6730.00	632672.00	1.00	60.60	-1.63	12382.00	632672.00	94.01	35.00	255.00	33.86	1146.33	6.14	0.00	94.01	0.00	0.00	0.00	1.62	6730.00	59.51	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
18.00	654.00	312.00	0.00	6620.00	579960.00	1.00	63.65	-1.91	13206.00	579960.00	87.61	36.00	252.00	31.57	996.70	5.69	0.00	87.61	0.00	0.00	0.00	1.59	6620.00	58.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
19.00	1259.00	569.00	0.00	5928.00	649201.00	1.00	54.75	-1.58	8316.00	649201.00	109.51	35.00	255.00	33.76	1139.62	8.16	0.00	109.51	0.00	0.00	0.00	1.55	5928.00	52.42	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
20.00	1154.00	481.00	0.00	5893.00	602857.00	1.00	51.76	-1.86	9828.00	602857.00	102.30	32.00	255.00	33.70	1135.91	7.93	0.00	102.30	0.00	0.00	0.00	1.56	5893.00	52.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
21.00	585.00	119.00	0.00	5838.00	561645.00	1.00	81.58	-2.14	10830.00	561645.00	96.21	33.00	255.00	31.06	964.50	8.24	0.00	96.21	0.00	0.00	0.00	1.37	5838.00	51.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
22.00	1596.00	356.00	0.00	5517.00	530228.00	1.00	49.43	-0.76	9991.00	530228.00	96.11	38.00	253.00	28.45	809.25	6.94	0.00	96.11	0.00	0.00	0.00	1.66	5517.00	48.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
23.00	1004.00	544.00	0.00	5205.00	583333.00	1.00	55.55	-1.41	8512.00	583333.00	112.07	36.00	255.00	32.30	1043.29	8.97	0.00	112.07	0.00	0.00	0.00	1.50	5205.00	46.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
24.00	661.00	471.00	0.00	5150.00	564923.00	1.00	46.34	-1.66	7308.00	564923.00	109.69	37.00	255.00	31.93	1019.25	7.89	0.00	109.69	0.00	0.00	0.00	1.46	5150.00	45.54	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
25.00	788.00	293.00	0.00	5130.00	472877.00	1.00	44.80	-1.57	6650.00	472877.00	92.18	31.00	255.00	29.98	898.62	6.77	0.00	92.18	0.00	0.00	0.00	1.40	5130.00	45.36	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
26.00	703.00	549.00	0.00	5052.00	516030.00	1.00	58.54	-0.59	9604.00	516030.00	102.14	33.00	237.00	28.84	831.47	7.00	0.00	102.14	0.00	0.00	0.00	1.43	5052.00	44.67	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
27.00	516.00	378.00	0.00	4939.00	480849.00	1.00	62.14	0.13	6853.00	480849.00	97.36	37.00	250.00	30.45	927.35	6.86	0.00	97.36	0.00	0.00	0.00	1.44	4939.00	43.67	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
28.00	1670.00	928.00	0.00	4919.00	470718.00	1.00	64.02	-0.95	6552.00	470718.00	95.69	38.00	255.00	26.93	725.05	5.79	0.00	95.69	0.00	0.00	0.00	1.21	4919.00	43.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
29.00	566.00	1039.00	0.00	4833.00	499971.00	1.00	64.42	-2.34	5852.00	499971.00	103.45	36.00	255.00	31.13	968.85	6.15	0.00	103.45	0.00	0.00	0.00	1.22	4833.00	42.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
30.00	336.00	938.00	0.00	4617.00	450386.00	1.00	59.84	0.67	6150.00	450386.00	97.55	38.00	255.00	31.28	978.47	7.27	0.00	97.55	0.00	0.00	0.00	1.21	4617.00	40.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
31.00	1463.00	850.00	0.00	4594.00	456670.00	1.00	60.55	-0.91	6320.00	456670.00	99.41	37.00	228.00	25.71	660.79	6.57	0.00	99.41	0.00	0.00	0.00	1.20	4594.00	40.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
32.00	715.00	878.00	0.00	4504.00	514341.00	1.00	62.99	0.57	5698.00	514341.00	114.20	37.00	255.00	33.97	1153.68	9.67	0.00	114.20	0.00	0.00	0.00	1.18	4504.00	39.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
33.00	1573.00	837.00	0.00	4379.00	416393.00	1.00	58.05	-0.76	6160.00	416393.00	95.09	35.00	255.00	26.64	709.86	6.74	0.00	95.09	0.00	0.00	0.00	1.19	4379.00	38.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
34.00	1744.00	691.00	0.00	3959.00	387093.00	1.00	55.16	-0.85	5329.00	387093.00	97.78	38.00	255.00	30.89	954.05	6.62	0.00	97.78	0.00	0.00	0.00	1.17	3959.00	35.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
35.00	1163.00	567.00	0.00	3954.00	358036.00	1.00	51.17	-1.85	5632.00	358036.00	90.55	33.00	201.00	27.42	751.91	6.80	0.00	90.55	0.00	0.00	0.00	1.28	3954.00	34.96	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
