ID	centroid_x	centroid_y	centroid_z	volume	integrated_intensity	eccentricity	elongation	orientation	bounding_box_volume	sum	mean	minimum	maximum	sigma	variance	surface_gradient	interior_gradient	surface_intensity	interior_intensity	intensity_ratio	convexity	radius_variation	surface_area	shape	shared_boundary	t_energy	t_entropy	inverse_diff_moment	inertia	cluster_shade	cluster_prominence	
1.00	933.00	205.00	0.00	18729.00	710974.00	1.00	144.27	-1.88	50430.00	710974.00	37.96	10.00	255.00	22.45	503.87	2.39	0.00	37.96	0.00	0.00	0.00	1.73	18729.00	165.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2.00	799.00	630.00	0.00	15087.00	413837.00	1.00	93.72	-2.06	29952.00	413837.00	27.43	5.00	39.00	4.11	16.90	1.21	0.00	27.43	0.00	0.00	0.00	2.21	15087.00	133.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
3.00	937.00	662.00	0.00	8808.00	253231.00	1.00	55.00	-0.24	14706.00	253231.00	28.75	16.00	41.00	4.36	19.03	1.23	0.00	28.75	0.00	0.00	0.00	1.94	8808.00	77.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
4.00	808.00	955.00	0.00	8787.00	232478.00	1.00	76.11	-1.35	13300.00	232478.00	26.46	10.00	41.00	4.13	17.09	1.07	0.00	26.46	0.00	0.00	0.00	1.53	8787.00	77.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
5.00	901.00	818.00	0.00	8683.00	220165.00	1.00	73.39	0.19	18128.00	220165.00	25.36	7.00	40.00	4.68	21.92	1.13	0.00	25.36	0.00	0.00	0.00	1.85	8683.00	76.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
6.00	638.00	400.00	0.00	8236.00	226702.00	1.00	51.40	-2.04	22686.00	226702.00	27.53	9.00	38.00	3.25	10.54	1.41	0.00	27.53	0.00	0.00	0.00	2.39	8236.00	72.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
7.00	161.00	1011.00	0.00	7941.00	566002.00	1.00	58.58	0.68	14592.00	566002.00	71.28	11.00	255.00	41.53	1724.49	5.18	0.00	71.28	0.00	0.00	0.00	1.83	7941.00	70.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
8.00	520.00	452.00	0.00	6528.00	174057.00	1.00	58.08	-0.12	12012.00	174057.00	26.66	8.00	37.00	3.27	10.69	1.41	0.00	26.66	0.00	0.00	0.00	1.69	6528.00	57.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
9.00	1475.00	630.00	0.00	6280.00	187396.00	1.00	52.47	-1.37	9825.00	187396.00	29.84	10.00	42.00	5.34	28.47	1.51	0.00	29.84	0.00	0.00	0.00	1.57	6280.00	55.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
10.00	937.00	455.00	0.00	6175.00	171515.00	1.00	51.96	-2.01	10800.00	171515.00	27.78	11.00	38.00	4.42	19.52	1.21	0.00	27.78	0.00	0.00	0.00	1.64	6175.00	54.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
11.00	446.00	546.00	0.00	5879.00	145155.00	1.00	69.85	0.56	13803.00	145155.00	24.69	12.00	34.00	2.92	8.51	1.28	0.00	24.69	0.00	0.00	0.00	1.72	5879.00	51.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
12.00	756.00	471.00	0.00	5595.00	152959.00	1.00	44.03	-1.61	9006.00	152959.00	27.34	9.00	41.00	3.94	15.50	1.46	0.00	27.34	0.00	0.00	0.00	1.67	5595.00	49.47	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
13.00	990.00	303.00	0.00	5424.00	152375.00	1.00	59.36	-1.65	9928.00	152375.00	28.09	9.00	39.00	3.91	15.26	1.69	0.00	28.09	0.00	0.00	0.00	1.53	5424.00	47.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
14.00	62.00	565.00	0.00	5386.00	129514.00	1.00	59.59	-0.42	8888.00	129514.00	24.05	14.00	32.00	2.52	6.34	1.09	0.00	24.05	0.00	0.00	0.00	1.37	5386.00	47.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
15.00	684.00	743.00	0.00	5195.00	135720.00	1.00	54.28	-1.85	7446.00	135720.00	26.13	10.00	38.00	4.18	17.47	1.24	0.00	26.13	0.00	0.00	0.00	1.40	5195.00	45.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
16.00	393.00	1035.00	0.00	4984.00	124706.00	1.00	58.74	-0.69	9282.00	124706.00	25.02	12.00	31.00	2.73	7.44	1.07	0.00	25.02	0.00	0.00	0.00	1.55	4984.00	44.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
17.00	808.00	1042.00	0.00	4815.00	146440.00	1.00	60.03	-2.15	6188.00	146440.00	30.41	10.00	44.00	4.92	24.24	0.94	0.00	30.41	0.00	0.00	0.00	1.34	4815.00	42.58	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
