ID	centroid_x	centroid_y	centroid_z	volume	integrated_intensity	eccentricity	elongation	orientation	bounding_box_volume	sum	mean	minimum	maximum	sigma	variance	surface_gradient	interior_gradient	surface_intensity	interior_intensity	intensity_ratio	convexity	radius_variation	surface_area	shape	shared_boundary	t_energy	t_entropy	inverse_diff_moment	inertia	cluster_shade	cluster_prominence	
1.00	791.00	625.00	0.00	30874.00	3593445.00	1.00	146.72	-2.35	66555.00	3593445.00	116.39	32.00	255.00	33.36	1113.07	7.56	0.00	116.39	0.00	0.00	0.00	2.37	30874.00	272.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2.00	861.00	225.00	0.00	23465.00	2432130.00	1.00	112.77	-1.75	62832.00	2432130.00	103.65	35.00	255.00	33.04	1091.68	6.86	0.00	103.65	0.00	0.00	0.00	2.85	23465.00	207.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
3.00	906.00	704.00	0.00	20976.00	2413931.00	1.00	129.90	-2.24	48972.00	2413931.00	115.08	32.00	255.00	35.16	1236.28	8.22	0.00	115.08	0.00	0.00	0.00	2.17	20976.00	185.47	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
4.00	903.00	410.00	0.00	19944.00	2091153.00	1.00	112.30	-1.03	51543.00	2091153.00	104.85	36.00	255.00	34.08	1161.66	7.22	0.00	104.85	0.00	0.00	0.00	2.46	19944.00	176.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
5.00	647.00	409.00	0.00	17843.00	1864243.00	1.00	149.05	-0.95	37036.00	1864243.00	104.48	35.00	255.00	28.99	840.36	7.06	0.00	104.48	0.00	0.00	0.00	1.86	17843.00	157.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
6.00	950.00	836.00	0.00	12466.00	1515333.00	1.00	84.09	-1.91	22196.00	1515333.00	121.56	36.00	255.00	36.11	1304.16	9.36	0.00	121.56	0.00	0.00	0.00	1.91	12466.00	110.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
7.00	369.00	991.00	0.00	12145.00	1184627.00	1.00	75.82	-0.72	24600.00	1184627.00	97.54	37.00	255.00	28.83	831.43	6.43	0.00	97.54	0.00	0.00	0.00	2.18	12145.00	107.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
8.00	633.00	725.00	0.00	12026.00	1293511.00	1.00	102.33	-1.66	21120.00	1293511.00	107.56	33.00	255.00	31.73	1006.90	7.04	0.00	107.56	0.00	0.00	0.00	1.69	12026.00	106.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
9.00	163.00	630.00	0.00	11525.00	1070874.00	1.00	84.95	-2.33	27216.00	1070874.00	92.92	33.00	255.00	26.54	704.34	6.19	0.00	92.92	0.00	0.00	0.00	1.88	11525.00	101.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
10.00	503.00	500.00	0.00	10636.00	1011729.00	1.00	60.44	-1.72	20340.00	1011729.00	95.12	33.00	255.00	36.67	1344.76	6.71	0.00	95.12	0.00	0.00	0.00	2.12	10636.00	94.05	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
11.00	1226.00	559.00	0.00	9461.00	966451.00	1.00	62.81	-1.52	15106.00	966451.00	102.15	36.00	255.00	35.50	1259.97	7.38	0.00	102.15	0.00	0.00	0.00	1.87	9461.00	83.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
12.00	813.00	953.00	0.00	9260.00	1033242.00	1.00	69.69	-1.50	12012.00	1033242.00	111.58	36.00	255.00	30.82	949.67	8.51	0.00	111.58	0.00	0.00	0.00	1.64	9260.00	81.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
13.00	1323.00	465.00	0.00	8885.00	900906.00	1.00	95.07	0.73	17423.00	900906.00	101.40	35.00	255.00	31.19	972.65	7.43	0.00	101.40	0.00	0.00	0.00	1.57	8885.00	78.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
14.00	281.00	464.00	0.00	8832.00	853398.00	1.00	79.23	-2.09	17262.00	853398.00	96.63	34.00	255.00	25.35	642.44	6.31	0.00	96.63	0.00	0.00	0.00	1.75	8832.00	78.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
15.00	52.00	555.00	0.00	8778.00	678627.00	1.00	67.50	0.32	19176.00	678627.00	77.31	32.00	255.00	31.86	1015.28	5.42	0.00	77.31	0.00	0.00	0.00	2.20	8778.00	77.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
16.00	1190.00	717.00	0.00	7769.00	867060.00	1.00	63.60	-0.23	11266.00	867060.00	111.61	33.00	255.00	31.38	984.89	8.08	0.00	111.61	0.00	0.00	0.00	1.57	7769.00	68.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
17.00	1624.00	594.00	0.00	7047.00	697429.00	1.00	63.99	0.23	10980.00	697429.00	98.97	33.00	255.00	29.19	852.17	6.67	0.00	98.97	0.00	0.00	0.00	1.50	7047.00	62.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
18.00	282.00	725.00	0.00	6666.00	639658.00	1.00	50.45	0.50	13200.00	639658.00	95.96	37.00	240.00	26.99	728.56	6.58	0.00	95.96	0.00	0.00	0.00	1.81	6666.00	58.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
19.00	490.00	365.00	0.00	6293.00	592001.00	1.00	59.66	-0.57	14144.00	592001.00	94.07	33.00	255.00	32.34	1045.75	6.44	0.00	94.07	0.00	0.00	0.00	1.67	6293.00	55.64	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
20.00	810.00	462.00	0.00	6125.00	663731.00	1.00	58.03	-1.18	10788.00	663731.00	108.36	37.00	255.00	31.07	965.42	8.27	0.00	108.36	0.00	0.00	0.00	1.51	6125.00	54.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
21.00	994.00	967.00	0.00	6125.00	702555.00	1.00	62.99	-0.32	10738.00	702555.00	114.70	39.00	255.00	35.28	1244.51	9.25	0.00	114.70	0.00	0.00	0.00	1.41	6125.00	54.16	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
22.00	629.00	552.00	0.00	5798.00	629847.00	1.00	60.56	-0.56	9078.00	629847.00	108.63	34.00	255.00	29.82	889.28	7.33	0.00	108.63	0.00	0.00	0.00	1.37	5798.00	51.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
23.00	961.00	126.00	0.00	5733.00	576762.00	1.00	72.46	0.51	10812.00	576762.00	100.60	36.00	255.00	29.85	890.96	7.43	0.00	100.60	0.00	0.00	0.00	1.50	5733.00	50.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
24.00	1061.00	709.00	0.00	5711.00	617994.00	1.00	58.80	-1.79	8532.00	617994.00	108.21	33.00	255.00	31.09	966.59	8.07	0.00	108.21	0.00	0.00	0.00	1.50	5711.00	50.50	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
25.00	1451.00	404.00	0.00	5423.00	528476.00	1.00	55.91	0.24	8284.00	528476.00	97.45	33.00	255.00	28.32	802.24	7.32	0.00	97.45	0.00	0.00	0.00	1.42	5423.00	47.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
26.00	1591.00	357.00	0.00	5226.00	499050.00	1.00	49.97	-0.66	9118.00	499050.00	95.49	39.00	246.00	25.99	675.54	6.63	0.00	95.49	0.00	0.00	0.00	1.56	5226.00	46.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
27.00	401.00	341.00	0.00	5094.00	492819.00	1.00	54.42	0.04	6592.00	492819.00	96.74	34.00	255.00	29.14	849.19	6.93	0.00	96.74	0.00	0.00	0.00	1.38	5094.00	45.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
28.00	575.00	1013.00	0.00	4913.00	500778.00	1.00	62.45	0.53	6873.00	500778.00	101.93	39.00	255.00	31.40	986.25	6.41	0.00	101.93	0.00	0.00	0.00	1.21	4913.00	43.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
29.00	1459.00	853.00	0.00	4738.00	480749.00	1.00	62.19	-0.95	6560.00	480749.00	101.47	40.00	229.00	26.48	701.07	6.73	0.00	101.47	0.00	0.00	0.00	1.20	4738.00	41.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
30.00	1177.00	440.00	0.00	4705.00	343341.00	1.00	47.31	-0.55	9078.00	343341.00	72.97	34.00	246.00	32.19	1035.97	5.07	0.00	72.97	0.00	0.00	0.00	1.60	4705.00	41.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
31.00	1677.00	911.00	0.00	4607.00	446543.00	1.00	59.79	-0.76	6084.00	446543.00	96.93	40.00	255.00	27.82	773.77	6.09	0.00	96.93	0.00	0.00	0.00	1.21	4607.00	40.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
32.00	1036.00	546.00	0.00	4576.00	538409.00	1.00	54.89	-1.49	7200.00	538409.00	117.66	34.00	255.00	31.77	1009.47	8.88	0.00	117.66	0.00	0.00	0.00	1.26	4576.00	40.46	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
33.00	716.00	879.00	0.00	4410.00	489235.00	1.00	62.02	0.49	5850.00	489235.00	110.94	38.00	255.00	32.33	1045.26	9.36	0.00	110.94	0.00	0.00	0.00	1.17	4410.00	38.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
34.00	1230.00	229.00	0.00	4377.00	423838.00	1.00	45.24	-0.53	8670.00	423838.00	96.83	37.00	241.00	29.48	869.20	7.58	0.00	96.83	0.00	0.00	0.00	1.51	4377.00	38.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
35.00	1692.00	815.00	0.00	4226.00	396385.00	1.00	57.11	-0.78	5548.00	396385.00	93.80	40.00	227.00	25.43	646.54	6.56	0.00	93.80	0.00	0.00	0.00	1.18	4226.00	37.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
36.00	1087.00	805.00	0.00	4161.00	477347.00	1.00	61.96	-0.75	5256.00	477347.00	114.72	39.00	253.00	33.13	1097.28	9.41	0.00	114.72	0.00	0.00	0.00	1.15	4161.00	36.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
37.00	330.00	330.00	0.00	4137.00	394231.00	1.00	49.94	0.09	5251.00	394231.00	95.29	36.00	233.00	26.53	703.69	6.80	0.00	95.29	0.00	0.00	0.00	1.28	4137.00	36.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
38.00	1138.00	244.00	0.00	4129.00	393499.00	1.00	38.92	-1.58	5336.00	393499.00	95.30	39.00	255.00	27.05	731.68	7.18	0.00	95.30	0.00	0.00	0.00	1.43	4129.00	36.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
39.00	1734.00	688.00	0.00	4120.00	413743.00	1.00	55.26	-1.02	5616.00	413743.00	100.42	39.00	255.00	33.42	1116.58	6.94	0.00	100.42	0.00	0.00	0.00	1.18	4120.00	36.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
40.00	843.00	302.00	0.00	4092.00	364803.00	1.00	54.19	-1.11	7560.00	364803.00	89.15	37.00	248.00	29.90	894.16	6.35	0.00	89.15	0.00	0.00	0.00	1.35	4092.00	36.18	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
41.00	1568.00	836.00	0.00	4080.00	392324.00	1.00	60.94	-0.89	6006.00	392324.00	96.16	38.00	250.00	27.33	746.87	6.60	0.00	96.16	0.00	0.00	0.00	1.13	4080.00	36.08	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
42.00	1475.00	765.00	0.00	3969.00	396240.00	1.00	55.90	-0.81	5700.00	396240.00	99.83	40.00	255.00	31.34	981.95	6.90	0.00	99.83	0.00	0.00	0.00	1.16	3969.00	35.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
43.00	171.00	875.00	0.00	3795.00	345837.00	1.00	52.28	0.77	5183.00	345837.00	91.13	39.00	254.00	29.08	845.48	6.21	0.00	91.13	0.00	0.00	0.00	1.18	3795.00	33.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
44.00	1133.00	136.00	0.00	3761.00	364880.00	1.00	43.91	-0.58	6794.00	364880.00	97.02	36.00	246.00	28.09	789.27	8.00	0.00	97.02	0.00	0.00	0.00	1.41	3761.00	33.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
45.00	58.00	773.00	0.00	3681.00	329863.00	1.00	51.79	-2.24	5180.00	329863.00	89.61	39.00	252.00	28.21	795.53	6.11	0.00	89.61	0.00	0.00	0.00	1.16	3681.00	32.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
46.00	821.00	107.00	0.00	3660.00	369273.00	1.00	40.45	-1.44	5096.00	369273.00	100.89	35.00	248.00	28.98	840.07	7.63	0.00	100.89	0.00	0.00	0.00	1.32	3660.00	32.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
47.00	1008.00	317.00	0.00	3654.00	378469.00	1.00	45.88	-1.78	5700.00	378469.00	103.58	36.00	241.00	32.94	1084.76	6.38	0.00	103.58	0.00	0.00	0.00	1.31	3654.00	32.31	0.02	0.00	0.00	0.00	0.00	0.00	0.00	
48.00	702.00	537.00	0.00	3654.00	384710.00	1.00	58.63	-1.07	4692.00	384710.00	105.28	35.00	230.00	30.84	951.31	7.34	0.00	105.28	0.00	0.00	0.00	1.14	3654.00	32.31	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
50.00	518.00	323.00	0.00	3592.00	297617.00	1.00	43.53	-0.76	6560.00	297617.00	82.86	36.00	250.00	34.03	1157.97	5.46	0.00	82.86	0.00	0.00	0.00	1.45	3592.00	31.76	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
51.00	1114.00	639.00	0.00	3475.00	374797.00	1.00	55.61	-0.93	4624.00	374797.00	107.86	39.00	239.00	30.48	928.89	9.20	0.00	107.86	0.00	0.00	0.00	1.10	3475.00	30.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
52.00	417.00	670.00	0.00	3452.00	347454.00	1.00	51.43	-2.16	4760.00	347454.00	100.65	40.00	238.00	25.73	661.84	6.46	0.00	100.65	0.00	0.00	0.00	1.12	3452.00	30.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
53.00	497.00	1013.00	0.00	3452.00	350999.00	1.00	46.95	0.05	4760.00	350999.00	101.68	39.00	246.00	27.43	752.60	6.30	0.00	101.68	0.00	0.00	0.00	1.21	3452.00	30.52	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
54.00	1482.00	504.00	0.00	3279.00	225890.00	1.00	52.01	-1.23	4402.00	225890.00	68.89	39.00	166.00	12.24	149.88	3.49	0.00	68.89	0.00	0.00	0.00	1.09	3279.00	28.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
55.00	1376.00	763.00	0.00	3260.00	344165.00	1.00	52.75	0.78	4900.00	344165.00	105.57	39.00	255.00	32.42	1050.80	7.59	0.00	105.57	0.00	0.00	0.00	1.09	3260.00	28.83	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
56.00	263.00	628.00	0.00	3256.00	325341.00	1.00	50.76	-2.30	4420.00	325341.00	99.92	40.00	255.00	31.32	981.12	7.40	0.00	99.92	0.00	0.00	0.00	1.10	3256.00	28.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
57.00	1513.00	653.00	0.00	3204.00	309004.00	1.00	48.33	-0.68	4824.00	309004.00	96.44	38.00	237.00	28.71	824.44	6.60	0.00	96.44	0.00	0.00	0.00	1.14	3204.00	28.33	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
58.00	424.00	583.00	0.00	3162.00	277346.00	1.00	50.34	-1.90	4410.00	277346.00	87.71	40.00	230.00	22.94	526.44	5.55	0.00	87.71	0.00	0.00	0.00	1.10	3162.00	27.96	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
59.00	1356.00	547.00	0.00	3092.00	327978.00	1.00	48.03	-1.09	4080.00	327978.00	106.07	39.00	255.00	32.26	1040.51	7.79	0.00	106.07	0.00	0.00	0.00	1.10	3092.00	27.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
60.00	960.00	903.00	0.00	3076.00	352508.00	1.00	44.89	-2.32	4970.00	352508.00	114.60	39.00	255.00	32.10	1030.53	8.24	0.00	114.60	0.00	0.00	0.00	1.21	3076.00	27.20	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
61.00	1615.00	742.00	0.00	3023.00	287200.00	1.00	48.48	-1.28	4392.00	287200.00	95.00	39.00	242.00	28.90	835.01	6.53	0.00	95.00	0.00	0.00	0.00	1.11	3023.00	26.73	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
62.00	1542.00	473.00	0.00	2812.00	272654.00	1.00	44.67	-1.08	3819.00	272654.00	96.96	40.00	255.00	28.99	840.48	7.15	0.00	96.96	0.00	0.00	0.00	1.09	2812.00	24.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
63.00	539.00	559.00	0.00	2768.00	269982.00	1.00	46.27	-2.31	3658.00	269982.00	97.54	37.00	250.00	32.29	1042.94	7.37	0.00	97.54	0.00	0.00	0.00	1.07	2768.00	24.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
64.00	1254.00	426.00	0.00	2745.00	278935.00	1.00	47.60	-1.01	3720.00	278935.00	101.62	39.00	235.00	30.37	922.52	8.03	0.00	101.62	0.00	0.00	0.00	1.05	2745.00	24.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
65.00	588.00	616.00	0.00	2742.00	272299.00	1.00	43.51	-1.95	4200.00	272299.00	99.31	40.00	251.00	26.71	713.37	7.79	0.00	99.31	0.00	0.00	0.00	1.13	2742.00	24.25	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
66.00	1117.00	489.00	0.00	2695.00	287056.00	1.00	46.82	-1.05	3654.00	287056.00	106.51	39.00	255.00	32.57	1060.89	8.31	0.00	106.51	0.00	0.00	0.00	1.04	2695.00	23.83	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
