ID	centroid_x	centroid_y	centroid_z	volume	integrated_intensity	eccentricity	elongation	orientation	bounding_box_volume	sum	mean	minimum	maximum	sigma	variance	surface_gradient	interior_gradient	surface_intensity	interior_intensity	intensity_ratio	convexity	radius_variation	surface_area	shape	shared_boundary	t_energy	t_entropy	inverse_diff_moment	inertia	cluster_shade	cluster_prominence	
1.00	833.00	665.00	0.00	43944.00	4507287.00	1.00	190.56	-1.85	76636.00	4507287.00	102.57	24.00	255.00	40.76	1661.67	7.50	0.00	102.57	0.00	0.00	0.00	2.45	43944.00	388.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2.00	914.00	237.00	0.00	26294.00	2616428.00	1.00	141.78	-1.28	67284.00	2616428.00	99.51	29.00	255.00	38.16	1456.17	6.70	0.00	99.51	0.00	0.00	0.00	2.91	26294.00	232.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
3.00	659.00	565.00	0.00	20824.00	1795565.00	1.00	105.05	-1.70	41606.00	1795565.00	86.23	27.00	255.00	39.66	1572.86	6.14	0.00	86.23	0.00	0.00	0.00	2.37	20824.00	184.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
4.00	915.00	832.00	0.00	14686.00	1608089.00	1.00	95.54	-1.63	28875.00	1608089.00	109.50	25.00	255.00	41.66	1735.19	8.66	0.00	109.50	0.00	0.00	0.00	2.02	14686.00	129.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
5.00	181.00	628.00	0.00	14053.00	1064507.00	1.00	99.85	-2.09	32800.00	1064507.00	75.75	31.00	255.00	29.43	865.87	4.17	0.00	75.75	0.00	0.00	0.00	2.05	14053.00	124.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
6.00	1167.00	715.00	0.00	12038.00	1337280.00	1.00	80.02	-0.63	27104.00	1337280.00	111.09	29.00	255.00	34.87	1215.84	9.39	0.00	111.09	0.00	0.00	0.00	2.19	12038.00	106.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
7.00	362.00	998.00	0.00	10830.00	820265.00	1.00	79.88	-0.72	21736.00	820265.00	75.74	30.00	255.00	35.47	1258.10	4.59	0.00	75.74	0.00	0.00	0.00	2.04	10830.00	95.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
8.00	647.00	393.00	0.00	9549.00	899656.00	1.00	54.78	-1.77	19082.00	899656.00	94.21	33.00	255.00	35.45	1256.97	6.27	0.00	94.21	0.00	0.00	0.00	2.10	9549.00	84.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
9.00	491.00	774.00	0.00	9452.00	879570.00	1.00	56.20	-1.94	19910.00	879570.00	93.06	31.00	255.00	36.63	1341.45	6.37	0.00	93.06	0.00	0.00	0.00	2.08	9452.00	83.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
10.00	812.00	941.00	0.00	9311.00	1100385.00	1.00	69.90	-1.66	12441.00	1100385.00	118.18	33.00	255.00	34.54	1192.99	9.47	0.00	118.18	0.00	0.00	0.00	1.63	9311.00	82.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
