ID	centroid_x	centroid_y	centroid_z	volume	integrated_intensity	eccentricity	elongation	orientation	bounding_box_volume	sum	mean	minimum	maximum	sigma	variance	surface_gradient	interior_gradient	surface_intensity	interior_intensity	intensity_ratio	convexity	radius_variation	surface_area	shape	shared_boundary	t_energy	t_entropy	inverse_diff_moment	inertia	cluster_shade	cluster_prominence	
1.00	795.00	646.00	0.00	25461.00	699336.00	1.00	118.69	-2.19	61438.00	699336.00	27.47	8.00	42.00	4.92	24.19	1.50	0.00	27.47	0.00	0.00	0.00	2.57	25461.00	225.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2.00	939.00	227.00	0.00	11702.00	307899.00	1.00	77.20	-1.91	27264.00	307899.00	26.31	9.00	37.00	3.81	14.50	1.58	0.00	26.31	0.00	0.00	0.00	2.16	11702.00	103.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
3.00	887.00	835.00	0.00	10745.00	274515.00	1.00	98.28	-1.32	17589.00	274515.00	25.55	12.00	41.00	4.61	21.29	1.35	0.00	25.55	0.00	0.00	0.00	1.58	10745.00	95.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
4.00	535.00	485.00	0.00	10472.00	273851.00	1.00	85.60	0.08	21539.00	273851.00	26.15	8.00	35.00	3.25	10.56	1.44	0.00	26.15	0.00	0.00	0.00	1.92	10472.00	92.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
5.00	1012.00	1006.00	0.00	9268.00	259483.00	1.00	67.06	0.56	17160.00	259483.00	28.00	11.00	44.00	5.04	25.42	1.53	0.00	28.00	0.00	0.00	0.00	1.80	9268.00	81.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
6.00	1011.00	311.00	0.00	8788.00	238632.00	1.00	69.30	-1.25	19662.00	238632.00	27.15	5.00	42.00	4.23	17.87	1.63	0.00	27.15	0.00	0.00	0.00	1.89	8788.00	77.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
7.00	158.00	1009.00	0.00	8638.00	591498.00	1.00	57.18	-2.32	17544.00	591498.00	68.48	13.00	255.00	43.44	1886.81	5.25	0.00	68.48	0.00	0.00	0.00	2.03	8638.00	76.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
8.00	1196.00	749.00	0.00	7848.00	228953.00	1.00	60.55	-0.38	13426.00	228953.00	29.17	10.00	46.00	5.35	28.62	1.60	0.00	29.17	0.00	0.00	0.00	1.68	7848.00	69.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
9.00	710.00	457.00	0.00	7709.00	206950.00	1.00	51.12	-1.62	11560.00	206950.00	26.85	10.00	40.00	4.35	18.93	1.45	0.00	26.85	0.00	0.00	0.00	1.85	7709.00	68.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
10.00	539.00	246.00	0.00	7449.00	187718.00	1.00	88.29	-1.87	16986.00	187718.00	25.20	9.00	36.00	3.64	13.22	1.58	0.00	25.20	0.00	0.00	0.00	1.70	7449.00	65.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
11.00	1049.00	739.00	0.00	6957.00	229432.00	1.00	61.54	-1.65	9576.00	229432.00	32.98	1.00	121.00	10.38	107.78	3.59	0.00	32.98	0.00	0.00	0.00	1.49	6957.00	61.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
12.00	472.00	775.00	0.00	6524.00	163691.00	1.00	54.66	-1.80	9906.00	163691.00	25.09	10.00	35.00	3.16	10.00	1.29	0.00	25.09	0.00	0.00	0.00	1.59	6524.00	57.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
13.00	582.00	716.00	0.00	6461.00	173283.00	1.00	54.69	0.72	13340.00	173283.00	26.82	10.00	37.00	3.91	15.31	1.40	0.00	26.82	0.00	0.00	0.00	1.73	6461.00	57.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
14.00	944.00	692.00	0.00	6038.00	175190.00	1.00	64.11	-0.00	10922.00	175190.00	29.01	9.00	39.00	3.88	15.06	1.50	0.00	29.01	0.00	0.00	0.00	1.45	6038.00	53.39	0.01	0.00	0.00	0.00	0.00	0.00	0.00	
15.00	1183.00	560.00	0.00	5780.00	163793.00	1.00	54.21	-1.94	9396.00	163793.00	28.34	9.00	45.00	5.43	29.45	1.70	0.00	28.34	0.00	0.00	0.00	1.49	5780.00	51.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
16.00	1511.00	498.00	0.00	5674.00	163317.00	1.00	55.19	-1.85	8970.00	163317.00	28.78	9.00	43.00	5.51	30.36	1.74	0.00	28.78	0.00	0.00	0.00	1.45	5674.00	50.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
17.00	58.00	569.00	0.00	5656.00	131146.00	1.00	58.79	-0.86	10080.00	131146.00	23.19	6.00	31.00	2.76	7.60	1.42	0.00	23.19	0.00	0.00	0.00	1.44	5656.00	50.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
18.00	744.00	218.00	0.00	5322.00	136554.00	1.00	62.90	-1.43	8927.00	136554.00	25.66	9.00	37.00	3.83	14.63	1.57	0.00	25.66	0.00	0.00	0.00	1.32	5322.00	47.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
19.00	378.00	1031.00	0.00	5267.00	136787.00	1.00	58.39	-0.05	7154.00	136787.00	25.97	15.00	37.00	3.29	10.80	1.31	0.00	25.97	0.00	0.00	0.00	1.40	5267.00	46.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
20.00	752.00	561.00	0.00	5126.00	119860.00	1.00	45.68	-2.33	10504.00	119860.00	23.38	7.00	38.00	3.38	11.43	1.52	0.00	23.38	0.00	0.00	0.00	1.71	5126.00	45.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
